incentive_id,title,company_1,company_2,company_3,company_4,company_5
1223,Títulos de Impacto Social,"CENTRO DE EDUCAÇÃO ESPECIAL RAINHA D. LEONOR, CRL",CRIPS - CENTRO DE REABILITAÇÃO E INCLUSÃO DE PONTE DE SOR,CRIA - CENTRO DE RECUPERAÇÃO E INTEGRAÇÃO DE ABRANTES,"CIRCUITO GENIAL, UNIPESSOAL, LDA",CRIO - CENTRO DE REABILITAÇÃO E INTEGRAÇÃO OURIENSE
2519,Bebidas alcoólicas e álcool utilizados no fabrico de aromas destinados à preparação de géneros alimentícios e bebidas não alcoólicas,"AROMAS FRESCOS, LDA","AROMASALTEADOS - COMÉRCIO DE PRODUTOS ALIMENTARES, UNIPESSOAL, LDA","AROMAS COINCIDENTES, LDA","CALENDÁRIO D`AROMAS, UNIPESSOAL, LDA","AROMAS DO BACO - COMÉRCIO DE BEBIDAS, LDA"
2610,"Insolvência e recuperação de empresas - Isenção dos rendimentos e ganhos apurados e das variações patrimoniais positivas não refletidas no resultado líquido, verificadas por efeito da dação em cumprimento de bens e direitos do devedor, da cessão de bens e direitos dos credores e da venda de bens e direitos em processo de insolvência que prossiga para liquidação","AMADEU MAGALHÃES - SAI, UNIPESSOAL, LDA","EMANUEL GAMELAS, SAI, UNIPESSOAL, LDA","DINIS DE ALMEIDA, SAI, UNIPESSOAL, LDA","MARIA JOSÉ PERES - SAI, UNIPESSOAL, LDA","MARIA CLARISSE BARROS - SAI, UNIPESSOAL, LDA"
2285,Cursos Profissionais,"ESCOLA PROFISSIONAL ATLÂNTICO, LDA","ESCOLA PROFISSIONAL GIL EANES DE PORTIMÃO, LDA","INSTITUTO PROFISSIONAL DA SERTÃ, LDA","ESCOLA PROFISSIONAL DE VILA DO CONDE, UNIPESSOAL, LDA","ESPROMINHO - ESCOLA PROFISSIONAL DO MINHO, UNIPESSOAL, LDA"
1233,Transformação de Produtos da Pesca e da Aquicultura no Domínio dos Investimentos Produtivos - Região Autónoma da Madeira,"ANFERSA PESCAS, LDA","PESCA FUNDO ORDENHAR NO FUTURO, UNIPESSOAL, LDA","PESCAS DE AMARAL & SOUSA, LDA","RUBRICAS E ROTAS, UNIPESSOAL, LDA","ARRAIAL PACHECO-PESCA AÇORES, UNIPESSOAL, LDA"
2326,Formação de públicos estratégicos na área da cidadania e inclusão,"GESTITOMÉ, FORMAÇÃO PROFISSIONAL, SOCIEDADE UNIPESSOAL, LDA","NEWSCHOOL, LDA",ASESM - ASSOCIAÇÃO DE SOLIDARIEDADE E EDUCAÇÃO DE SALIR DE MATOS,CENTRO FORMAÇÃO ASSISTÊNCIA E DESENVOLVIMENTO,CENTRO DE FORMAÇÃO E CULTURA DA COSTA DO VALADO
2324,Formação Públicos Estratégicos,CENTRO FORMAÇÃO ASSISTÊNCIA E DESENVOLVIMENTO,"GESTITOMÉ, FORMAÇÃO PROFISSIONAL, SOCIEDADE UNIPESSOAL, LDA","NEWSCHOOL, LDA",ASESM - ASSOCIAÇÃO DE SOLIDARIEDADE E EDUCAÇÃO DE SALIR DE MATOS,"IMPARÁVEL FORMAÇÕES, LDA"
2328,Contratos de Impacto Social,"YOUR BUSINESS - INOVAÇÃO E EMPREENDEDORISMO, LDA",ASSOCIAÇÃO EPIS - EMPRESÁRIOS PELA INCLUSÃO SOCIAL,"MOVELTEX - CENTRO DE COMPETÊNCIAS E DE INCUBAÇÃO DE EMPRESAS, ASSOCIAÇÃO","SUGGESTUS - INOVAÇÃO PARA O DESENVOLVIMENTO, UNIPESSOAL, LDA",INOV - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES INOVAÇÃO
1252,Apoio aos Polos de Receção e aos Centros de Recuperação para a Fauna Selvagem,"CENTRO DE BEM ESTAR ANIMAL, UNIPESSOAL, LDA","LINHA D'ÁGUA - CENTRO DE RECUPERAÇÃO DE ALCOOLISMO E TOXICODEPENDÊNCIAS, LDA","ENTRE PONTES - CENTRO DE TRATAMENTO E REINSERÇÃO ADICTOS, LDA","ANIMALRESORT, HAPPYPET, UNIPESSOAL, LDA","RECRIAVES - CENTRO DE CRIAÇÃO DE AVES, LDA"
1242,Medida Auxílio a Custos Indiretos do CELE em 2025,"CUSTO DIRETO - GESTÃO E ORÇAMENTAÇÃO, LDA","ANTÓNIO JOSÉ CUSTÓDIO, UNIPESSOAL, LDA","CUSTO EXTRA - INVESTIMENTOS IMOBILIÁRIOS, LDA","CUSTOJUSTO, UNIPESSOAL, LDA","CUSTÓDIO COSTA, LDA"
1245,Aquisição indireta de géneros alimentares,"SUBTIL GÉNEROS ALIMENTÍCIOS, SOCIEDADE UNIPESSOAL, LDA","PANÓPLIA DE GERAÇÕES, LDA","MERCATLAS - DISTRIBUIÇÃO, LDA","MERCADO CENTRAL - COMÉRCIO DE GÉNEROS ALIMENTÍCIOS, UNIPESSOAL, LDA","GENEROSA BALANÇA, LDA"
2505,01/C15-i05 - Descarbonização Transportes Públicos,"TRANSPORTES CALMEIROSA, LDA","ROTAS GLAMOROSAS, TRANSPORTES, LDA","DAVID FERREIRA - TRANSPORTES, LDA","GET YA, UNIPESSOAL, LDA","TRANSPORTES AREOSA, LDA"
1244,Qualificação de pessoas com deficiência e ou incapacidade II,ASSOCIAÇÃO PRÓ-CIDADÃO DEFICIENTE INTEGRADO,"CAID - COOPERATIVA DE APOIO À INTEGRAÇÃO DO DEFICIENTE, C.I.P.R.L.","CRACEP - COOPERATIVA DE REEDUCAÇÃO E APOIO AO CIDADÃO EXCEPCIONAL DE PORTIMÃO, CRL",MADI DE VILA DO CONDE (MOVIMENTO DE APOIO AO DIMINUIDO INTELECTUAL),"C.E.C.D. MIRA SINTRA - CENTRO DE EDUCAÇÃO PARA O CIDADÃO COM DEFICIÊNCIA, CRL"
1246,"Capacitação de públicos estratégicos para a cidadania e inclusão, com vista à inclusão de PCDI","CERCI FLOR DA VIDA - COOPERATIVA DE EDUCAÇÃO, REABILITAÇÃO, CAPACITAÇÃO E INCLUSÃO, C.R.L.","NEWSCHOOL, LDA","CERCIPOM - COOPERATIVA DE EDUCAÇÃO, REABILITAÇÃO, CAPACITAÇÃO E INCLUSÃO DE POMBAL, CRL","PENSAMENTO ILIMITADO, UNIPESSOAL, LDA",ASSOCIAÇÃO 101010 PORTUGAL
1247,Ações Coletivas de Transferência do Conhecimento Científico e Tecnológico – SystemEU – Reforço da operação Horizon Connect Cofund,UPTEC - ASSOCIAÇÃO DE TRANSFERÊNCIA DE TECNOLOGIA DA ASPRELA,"INESC TEC - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIÊNCIA","AWESOME SOURCE, UNIPESSOAL, LDA",INOV - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES INOVAÇÃO,"KNOWLEDGE TRANSFER, LDA"
2330,Cursos Técnicos Superiores Profissionais (Cursos TeSP),"INSTITUTO PROFISSIONAL DA SERTÃ, LDA","ESCOLA PROFISSIONAL D. AFONSO HENRIQUES, UNIPESSOAL, LDA",PROFISOUSA - ASSOCIAÇÃO DE ENSINO PROFISSIONAL DO VALE DE SOUSA,"ETPR - ESCOLA TÉCNICA E PROFISSIONAL DO RIBATEJO, S.A.",ASSOCIAÇÃO DE ENSINO CRISTOVÃO COLOMBO
2332,SIID – I&D Empresarial – Demonstradores Individuais,"IDEFE - INSTITUTO PARA O DESENVOLVIMENTO E ESTUDOS ECONÓMICOS, FINANCEIROS E EMPRESARIAIS, S.A.","MENTES COMUNICANTES, LDA","SHOW ME - ORGANIZAÇÃO DE EVENTOS, UNIPESSOAL, LDA","IMPACT DISPLAY, LDA","DESAFIOS CRIATIVOS - COMERCIALIZAÇÃO DE BRINDES PROMOCIONAIS, UNIPESSOAL, LDA"
1248,Medida Auxílio a Custos Indiretos do CELE em 2025,"CUSTO DIRETO - GESTÃO E ORÇAMENTAÇÃO, LDA","ANTÓNIO JOSÉ CUSTÓDIO, UNIPESSOAL, LDA","CUSTO EXTRA - INVESTIMENTOS IMOBILIÁRIOS, LDA","CUSTOJUSTO, UNIPESSOAL, LDA","CUSTÓDIO COSTA, LDA"
1249,Incentiva+TP,"RITMOS RECENTES, UNIPESSOAL, LDA","GET YA, UNIPESSOAL, LDA","DAVID FERREIRA - TRANSPORTES, LDA","COMETAS URBANOS, LDA","BUSVOUGA, LDA"
1250,Apoio à constituição e operação inicial do Espaço Energia,"ESPAÇO ENERGIA - GABINETE DE ESTUDOS E PROJECTOS, LDA","100%ENERGIA - ARQUITECTURA, LDA","EFI3ENE - EFICIÊNCIA ENERGÉTICA, LDA","RCE - REDE DE CERTIFICAÇÃO ENERGÉTICA, LDA","EFFICIENT GREEN - GESTÃO E SERVIÇOS ENERGÉTICOS, LDA"
1116,Património cultural e natural (IT) - Bolsa de Overbooking Condicionado,"IN SITU - CONSERVAÇÃO DE BENS CULTURAIS, UNIPESSOAL, LDA","MEMÓRIA IMATERIAL COOPERATIVA CULTURAL, CRL","NEXO - PATRIMÓNIO CULTURAL, LDA","CA CO3 - CONSERVAÇÃO DO PATRIMÓNIO ARTÍSTICO, LDA","NATURTEJO - EMPRESA DE TURISMO, E.I.M."
2852,"Atos, contratos, documentos, títulos e outros factos, incluindo as transmissões gratuitas de bens, por parte de cooperativas","COOPERATIVA DE INFORMAÇÃO E CULTURA RÁDIO VINHAIS, C.R.L.","COOPERATIVA RÁDIO BOA NOVA DE OLIVEIRA DO HOSPITAL, CRL","RÁDIO TEMPOS LIVRES, CRL","CINCUP - COOPERATIVA DE INFORMAÇÃO E CULTURA DE PORTO DE MÓS, CRL","COOPERATIVA LOUSAVIDAS, C.R.L."
2415,Autoconsumo e comunidades de energia renovável (IT),"CONSUMORIGEM ENERGIAS RENOVÁVEIS, LDA","DINÂMICONVERTE - ENERGIAS RENOVÁVEIS, UNIPESSOAL, LDA","GAMEIROS RENOVÁVEIS - PRODUÇÃO DE ENERGIA, LDA","ERESOLAR, UNIPESSOAL, LDA",TCER S.A.
1115,Refuncionalização de equipamentos coletivos e qualificação dos espaços públicos (IT) - Bolsa de Overbooking Condicionado,"GESPAÇOS - GESTÃO DE EQUIPAMENTOS MUNICIPAIS, E.M., S.A.","PRAIA AMBIENTE, E.M.","AMBIFARO - GESTÃO DE EQUIPAMENTOS MUNICIPAIS, E.M.","AMBIMARTO - GESTÃO DE RESÍDUOS, LDA","SPRING SENSATIONS, UNIPESSOAL, LDA"
1114,Mobilidade sustentável (IT) - Bolsa de Overbooking Condicionado,"RITMOS RECENTES, UNIPESSOAL, LDA","VIAMOVE - SOLUÇÕES DE MOBILIDADE, LDA","MOBILYTÁXI, UNIPESSOAL, LDA","COMETAS URBANOS, LDA","MOBI.E, S.A."
2333,SIID – I&D Empresarial – Demonstradores em Copromoção,"INDEVE - INVESTIGAÇÃO E DESENVOLVIMENTO EMPRESARIAL, LDA","ADVANCED WAY, UNIPESSOAL, LDA","REDE DE INOVAÇÃO - CONSULTORIA E PROMOÇÃO DA INOVAÇÃO, RDICPI, LDA","PNO INNOVATION, UNIPESSOAL, LDA",INOV - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES INOVAÇÃO
2335,Rotas Regionais de Património Cultural (“Rotas do Norte”),"LANDS - TURISMO NA NATUREZA, LDA","NEOLÍTICO, LDA","NATURTEJO - EMPRESA DE TURISMO, E.I.M.","TURCULTUR - TURISMO E CULTURA DE PORTUGAL, LDA","COISAS DO NORTE, LDA"
2517,Bebidas alcoólicas e álcool utilizados no fabrico de produtos não destinados ao consumo humano,"BEBILUSA - INDÚSTRIA E COMÉRCIO DE BEBIDAS, LDA","E.FERREIRA DUQUE, LDA","FÁBRICA DE LICORES TRIUNFANTE, LDA","VERDE GOSTO, LDA","ADEGA DE CIMA, LDA"
1724,Saúde - cuidados saúde primários,"CUIDADOS 365 - CUIDADOS DE SAÚDE, LDA","COSTUMES PRIMORDIAIS, LDA","CAMINHOS DA SAÚDE - CUIDADOS MÉDICOS, LDA","SÃO CUIDADOS - ESPAÇO SAÚDE, LDA","EFEITOS PRIMÁRIOS - SAÚDE E GERIATRIA, LDA"
1119,SIID – Internacionalização da I&D – Operações com Selo de Excelência ao abrigo do Horizonte Europa,INOV - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES INOVAÇÃO,"INDEVE - INVESTIGAÇÃO E DESENVOLVIMENTO EMPRESARIAL, LDA","CONHECIMENTO INTENSIVO - CONSULTADORIA EM INOVAÇÃO, LDA",INEGI - INSTITUTO DE CIÊNCIA E INOVAÇÃO EM ENGENHARIA MECÂNICA E ENGENHARIA INDUSTRIAL,"ADVANCED WAY, UNIPESSOAL, LDA"
2855,Sociedades gestoras das intervenções previstas no programa POLIS,"POLICITY - CONSTRUÇÃO E URBANIZAÇÕES - SIC IMOBILIÁRIA FECHADA, S.A.","POLIGREEN - GESTÃO E INVESTIMENTOS, S.A.","IMOPÓLIS - SOCIEDADE GESTORA DE ORGANISMOS DE INVESTIMENTO COLETIVO, S.A.","PSINVEST, SOCIEDADE UNIPESSOAL, LDA","POLINERGIA - GESTÃO E INVESTIMENTOS, S.A."
2337,SIAC – Qualificação SIAC – Qualificação (Convite DGAE),"LÍDER PPME - CONSULTORES, LDA","PROMAUTO - PROMOÇÕES E RELAÇÕES PÚBLICAS, LDA","PMGEC - PUBLICIDADE, ENGENHARIA E CONSTRUÇÃO, LDA","MASTER PROMO - SERVIÇOS PROMOCIONAIS E PUBLICITÁRIOS, LDA","IAPMEI - AGÊNCIA PARA A COMPETITIVIDADE E INOVAÇÃO, I.P."
1120,Ciclo urbano da água em baixa (IT) - Bolsa de Overbooking Condicionado,"PRAIA AMBIENTE, E.M.","A.D.C. - ÁGUAS DA COVILHÃ, E.M.","ÁGUAS DO CENTRO LITORAL, S.A.","ÁGUAS DE SANTO ANDRÉ, S.A.","HWA - HIDRÁULICA & AMBIENTE, LDA"
2341,Infraestruturas e equipamentos tecnológicos (FTJ),"HIGHTECH A.I.R.E.R., UNIPESSOAL, LDA","INDEQUIS, UNIPESSOAL, LDA","REALISMO POSITIVO, LDA","GRUPÊS - TELECOMUNICAÇÕES, LDA","WE INNOV - TECNOLOGIA E INOVAÇÃO, LDA"
1122,Construção do Centro de Protonterapia,"CENTRO DE FISIOTERAPIA DOS PEDERNAIS, LDA","PSINERGIAS - CENTRO CLÍNICO E PSICOPEDAGÓGICO, LDA","CENTRO DE FISIOTERAPIA DR.RASGADO RODRIGUES, LDA","PONTE & MELO - CENTRO DE FISIOTERAPIA, LDA","PRISMA - CENTRO DE DESENVOLVIMENTO E TERAPIAS, LDA"
1270,01. Investimento RE-C07-i03-01 – Ligações Transfronteiriças – Sub investimento Ponte Internacional sobre o Rio Sever N.º 01/C07-i03/2021 (Aviso de Publicitação N.º 01/C07-i03.01/2021),"IBC, UNIPESSOAL, LDA","HORA D'AGIR, UNIPESSOAL, LDA","ORBITFRONTIERII - CONSTRUÇÃO CIVIL, LDA","CALÇADA VINTAGE, UNIPESSOAL, LDA","CONSTRUÇÕES EURO PAVÊ, UNIPESSOAL, LDA"
2345,Estágios profissionais na Administração Pública/Europa – JOVENS,"MGVP, LDA","TÓPICOS E FRAGMENTOS, UNIPESSOAL, LDA","ACADEMIA CASAIS CONHECIMENTO E MESTRIA, UNIPESSOAL, LDA","PAULA TELES MELO, LDA","CIRCUITOS TEÓRICOS, LDA"
1731,Valorização dos Recursos Endógenos – Redes Territoriais Específicas – ITI PADRE II,"ACTIVIDADES TURÍSTICAS VALES DO ALENTEJO, UNIPESSOAL, LDA","RURALGUI, UNIPESSOAL, LDA","TOQUE CAMPESTRE ALDEAMENTO TURISTICO, LDA","TERRAS DE MOUROS - TURISMO ALTERNATIVO, LDA","JOÃO AMARAL E FILHA - TURISMO EM ESPAÇO RURAL, LDA"
2611,"Insolvência e recuperação de empresas - Isenção das variações patrimoniais positivas apuradas pelo devedor em resultado das alterações das suas dívidas previstas em planos de insolvência, de pagamentos ou de recuperação","AMADEU MAGALHÃES - SAI, UNIPESSOAL, LDA","EMANUEL GAMELAS, SAI, UNIPESSOAL, LDA","DINIS DE ALMEIDA, SAI, UNIPESSOAL, LDA","MARIA JOSÉ PERES - SAI, UNIPESSOAL, LDA","MARIA CLARISSE BARROS - SAI, UNIPESSOAL, LDA"
2612,"Resultados líquidos dos períodos realizados e contabilizados separadamente, nos termos da lei, pela entidade central de armazenagem nacional, na gestão das reservas estratégicas de produtos de petróleo bruto e de produtos de petróleo","ENTIDADE NACIONAL PARA O SETOR ENERGÉTICO, E.P.E.","ALCAPETRO - PETRÓLEOS E DERIVADOS, S.A.","GALP MARKETING INTERNATIONAL, S.A.","RESERVAS E RESULTADOS, LDA","SILVA & CA., LDA"
2613,"Lucros derivados das obras e trabalhos na Base das Lajes e instalações de apoio, apurados por contratantes e subcontratantes nacionais ou estrangeiros","OBRAS CAMPOS ROCHA, LDA","JOLUCONSTRUÇÕES, LDA","LJS - CONSTRUTORES, LDA","J.ANDRADE & LOPES - CONSTRUTORES CIVIS, LDA","BARRADAS & PINTO, LDA"
2614,Redução da taxa do IRC para a Região Autónoma dos Açores,"WELCOMING AZORES, LDA","AÇORESPOC, LDA","INSULARTRÁFEGO - AGÊNCIA DE TRANSPORTES E TRÂNSITOS DOS AÇORES, LDA","TAXI ARIX, LDA","A.S.C. - AZORES SURF CENTER, LDA"
2615,"Dedução, numa determinada percentagem, dos lucros reinvestidos na Região Autónoma dos Açores em investimento considerado relevante  ","AMAZING AZORES PROPERTIES - INVESTIMENTOS E GESTÃO DE PATRIMÓNIO, LDA","SOCICORREIA AÇORES - INVESTIMENTOS IMOBILIÁRIOS, S.A.","ANAZATLÂNTICO DOS AÇORES - EXPLORAÇÃO DO ANANÁS, LDA","SAI - SOCIEDADE ATLÂNTICA DE INVESTIMENTOS, SGPS, S.A.","WELCOMING AZORES, LDA"
1125,Gestão de resíduos urbanos - Subinvestimentos em baixa (ITI),"RED WASTE - GESTÃO DE RESÍDUOS, UNIPESSOAL, LDA","SÉCULO XXV - GESTÃO DE RESIDUOS E SERVIÇOS, LDA","RESUR - GESTÃO DE RESÍDUOS E HIGIENE URBANA, LDA","JUDITE MARIA JESUS DIAS - OPERAÇÕES DE GESTÃO DE RESÍDUOS, LDA","RESIAÇORES - GESTÃO DE RESÍDUOS DOS AÇORES, LDA"
2346,Execução da EDL do GAL LITORAL RURAL – Aldeias de Mar Litoral Rural  – Projeto âncora “Planos de salvaguarda e valorização da rede de Aldeias de Mar do Litoral Rural”.,"DOMINGO NA ALDEIA, LDA","ALDEIA DAS FERRARIAS - EMPREENDIMENTOS TURÍSTICOS DO ALGARVE, LDA","ALVOR TÉNIS CLUBE - ALDEIA TURÍSTICA, S.A.","BARROCAS DO MAR - ALOJAMENTO, LDA",CASA DO POVO DE ALDEIA VELHA
2350,Sistema de Incentivos de base territorial (IT) – CIM Douro,"NORTEIA - SISTEMAS INFORMÁTICOS, LDA",NORTECLA - PINHO & LOUREIRO LDA,"NORTIGAIA - COMÉRCIO DE TINTAS E REVESTIMENTOS E APLICAÇÕES, UNIPESSOAL, LDA","NORTENHO - PRODUTOS ALIMENTARES, LDA","NORTELED, LDA"
1264,"01. Expansão, Desenvolvimento e Melhoria da Rede de Cuidados Continuados Integrados (Orientação Técnica N.º 01/C01-i05.01-RAM/2022)","CUIDADOS 365 - CUIDADOS DE SAÚDE, LDA","ACÇÃO CONTÍNUA CENTRO, LDA","ACÇÃO CONTÍNUA SUL, LDA","SÃO CUIDADOS - ESPAÇO SAÚDE, LDA","CAMINHOS DA SAÚDE - CUIDADOS MÉDICOS, LDA"
1259,01. Digitalização da Saúde na RAM (Orientação Técnica N.º 01/C01-i07.02-RAM/2022),"SYNLABHEALTH MADEIRA, S.A.","MDK - MADEIRA DENTAL & MEDICAL KLINIC, LDA","MMC - MADEIRA MEDICAL CENTER, S.A.","FEDRAX, LDA (ZONA FRANCA DA MADEIRA)","CLÍNICA MÉDICA E DENTÁRIA DR.CARLOS MADEIRA, LDA"
1261,01. Dotar todos os centros de saúde com capacidade  de dosear a proteína C reativa (PCR) (Aviso Nº 01/C01-i01/2022),"CENTRO MÉDICO DA PRAÇA, LDA","C.A.S. - CLÍNICA ABEL SALGUEIRO, LDA","SYNLABHEALTH CENTRO, UNIPESSOAL LDA","CENTRO DE ANATOMIA PATOLÓGICA GERMANO DE SOUSA, LDA","CENTRO DE MEDICINA LABORATORIAL GERMANO DE SOUSA, S.A."
2352,Sistema de Incentivos de base territorial (IT) – CIM Alto Tâmega e Barroso,"MICROBOX, UNIPESSOAL, LDA","MINI MERCADO AVÓ INÊS, UNIPESSOAL, LDA","PALADAR DOMINANTE - MINI MERCADO, UNIPESSOAL, LDA","MINI MERCADO RODRIGUES, LDA","MICRO-C INFORMÁTICA E SERVIÇOS, LDA"
2354,Sistema de Incentivos de base territorial (IT) – AMP,"MICROBOX, UNIPESSOAL, LDA","MINI MERCADO AVÓ INÊS, UNIPESSOAL, LDA","PALADAR DOMINANTE - MINI MERCADO, UNIPESSOAL, LDA","MINI MERCADO RODRIGUES, LDA","MICRO-C INFORMÁTICA E SERVIÇOS, LDA"
2685,Tributação autónoma de viaturas ligeiras de passageiros híbridas plug-in,"IDEIAS HÍBRIDAS, LDA","SPEEDCIPHER - AUTOMÓVEL, LDA","SENTINELINSTANT - EMPREENDIMENTOS HOTELEIROS, LDA","PLUGGED DRIVE, LDA","EFFICIENT RENT - ALUGUER DE AUTOMÓVEIS, LDA"
1269,01. Investimento RE-C04-i01 - Redes Culturais e Transição Digital (Aviso N.º 01/C04-i01/2021),"CINERIC PORTUGAL, LDA","CINEMATE - MATERIAL CINEMATOGRÁFICO, S.A.","CINEMÁGICA - SOCIEDADE DE SERVIÇOS AUDIOVISUAIS, LDA","MEMÓRIA IMATERIAL COOPERATIVA CULTURAL, CRL","CINE PORTOMOSENSE, UNIPESSOAL, LDA"
2686,Tributação autónoma de viaturas ligeiras de passageiros movidas a GPL ou GNV,"AGRO-GÁS, LDA","GASCONTROL - CONTROLO AMBIENTAL E PESQUISA DE GASES, LDA","GASMOV - TRANSPORTES, LDA","A. HOMEM DO GÁS, UNIPESSOAL, LDA","MENDES CABRAL - GÁS E AMBIENTE, SOCIEDADE UNIPESSOAL, LDA"
2687,"isenção parcial de 50% dos rendimentos provenientes de contratos que tenham por objeto a cessão ou a utilização temporária de patentes e desenhos ou modelos industriais, quando sujeitos a registo, para sujeitos passivos de IRS tributados pelos rendimentos da categoria B no regime da contabilidade organizada","FURTADO - MARCAS E PATENTES, S.A.","ARLINDO DE SOUSA - MARCAS E PATENTES, LDA","PATENTREE, LDA","MARQUESMARCAS - CONSULTADORIA DE MARCAS E PATENTES, LDA","MPD - MARCAS E PATENTES NA DISTRIBUIÇÃO, SOCIEDADE, UNIPESSOAL, LDA"
2356,Estágios ALMA,"ON DUTY, UNIPESSOAL, LDA","MCF, UNIPESSOAL, LDA","INSTINTO CORAJOSO, UNIPESSOAL, LDA","OBSERVAÇÃO RELEVANTE, UNIPESSOAL, LDA","PANORAMA DA SEMANA, UNIPESSOAL, LDA"
1271,01. Medida 01 – “Academia Portugal Digital” (Orientação Técnica n.º 01/C16-i01/2022),"ACADEMICV TECHNOLOGY PORTUGAL, LDA","REAL ACADEMIA DE PORTUGAL, S.A.","4D VIRTUAL LAB, PORTUGAL, LDA","RADICALLY DIGITAL PORTUGAL, UNIPESSOAL, LDA",INSTITUTO ELECTROTÉCNICO PORTUGUÊS
1273,01. Potenciação da eletricidade renovável no Arquipélago da Madeira (OT N.º 01/C14-i02-RAM/2022),"WINDMAD - ENERGIAS RENOVÁVEIS, LDA","ENEREEM - ENERGIAS RENOVÁVEIS, LDA","UNIT ENERGY - ENERGIAS RENOVÁVEIS, S.A.","ERESOLAR, UNIPESSOAL, LDA","GREENERGIE - ENERGIAS RENOVÁVEIS, LDA"
1275,01. RE-C07-i03_04 – Ligações Transfronteiriças - Subinvestimento Ligação de Bragança a Puebla de Sanabria (ES) (Aviso de Publicitação Nº 01/C07-i03.04/2022),"TAMAFER, LDA","TRILHOS AVULTADOS, UNIPESSOAL, LDA","FÁBIO MOREIRA, UNIPESSOAL, LDA","CARLOS ROCHA, UNIPESSOAL, LDA","ODAGROM, LDA"
3401,Rendimentos respeitantes a unidades de participação nos Fundos de Investimento Imobiliário para Arrendamento Habitacional (FIIAH),"IHM - INVESTIMENTOS HABITACIONAIS DA MADEIRA, EPERAM","HABIEDEM - INVESTIMENTOS IMOBILIÁRIOS, LDA","HOUSE DESIGN - INVESTIMENTOS IMOBILIÁRIOS, S.A.","HABITUELA - INVESTIMENTOS IMOBILIÁRIOS, LDA","HABITÁGUEDA - CONSTRUÇÕES IMOBILIÁRIAS, LDA"
1280,01. Renovação dos Sistemas Tecnológicos do SEF (Orientação Técnica N.º 01/C19-i04.03/2022),"SETE - SISTEMAS DE ENGENHARIA E TECNOLOGIAS DE EDIFÍCIOS, LDA","SOFIES - ELECTRÓNICA E SISTEMAS, LDA",CESAE DIGITAL - CENTRO PARA O DESENVOLVIMENTO DE COMPETÊNCIAS DIGITAIS,"IDSFT - SISTEMAS DE INFORMAÇÃO, LDA","SISTEMAS XXI - EQUIPAMENTOS E SISTEMAS DO SUL, LDA"
1278,01. Reforço da oferta de habitação apoiada na Região Autónoma da Madeira (Aviso n.º 01/C02-i03-RAM/2022),"CASA DA ANEVA - HABITAÇÃO E ACÇÃO SOCIAL PARA IDOSOS, LDA","SOCIOHABITAFUNCHAL - EMPRESA MUNICIPAL DE HABITAÇÃO, E.M.","IHM - INVESTIMENTOS HABITACIONAIS DA MADEIRA, EPERAM","RESIDÊNCIA SEGURA - PROMOÇÃO E GESTÃO DE HABITAÇÃO ASSISTIDA, S.A.","HG RESIDENCES VIANA, LDA"
1277,01. Rede Nacional dos Cuidados Continuados Integrados e Rede Nacional dos Cuidados Paliativos (OT n.º 01/C01-i02/2022),"CUIDADOS 365 - CUIDADOS DE SAÚDE, LDA","MANUEL CARRETEIRO, LDA",LIGA DE AMIGOS DO HOSPITAL GARCIA DE ORTA,"INSTITUTO DE AÇÃO SOCIAL DAS FORÇAS ARMADAS, I.P.","CUIDADOS DIGNOS, SOCIEDADE UNIPESSOAL, LDA"
1279,01. Reforço da produção de eletricidade renovável na Ilha do Porto Santo  (Orientação Técnica N.º 01/C21-i11.02/2024 ),"R. POWER PORTUGAL, LDA","GREENVOLT NEXT PORTUGAL, LDA","EDP RENOVÁVEIS PORTUGAL, S.A.","EMPREENDIMENTOS EÓLICOS DO VERDE HORIZONTE, S.A.","SERP - SOCIEDADE ENERGIAS RENOVÁVEIS DE PORTUGAL, S.A."
2360,Qualificação do sistema de promoção e proteção de crianças e jovens em perigo e promoção da desinstitucionalização (SPPCJP) – autonomização,MÃE DE DEUS - ASSOCIAÇÃO DE SOLIDARIEDADE SOCIAL,CASA DA INFÂNCIA E JUVENTUDE - CIJE,LAR DE CRIANÇAS BOM SAMARITANO,ASSOCIAÇÃO A CASA DO CAMINHO,A.A.C. - ASSOCIAÇÃO DE APOIO À CRIANÇA
2362,Ações do Mercado Social de Emprego,"ALERTA EMPREGO, LDA","FED RECRUTAMENTO - TRABALHO TEMPORÁRIO, SOCIEDADE UNIPESSOAL, LDA","MARKLAND, SOCIEDADE UNIPESSOAL, LDA","ROTA DO TRABALHO, UNIPESSOAL, LDA","EOLIMPACT - RECRUTAMENTO DE PESSOAL, LDA"
